Agency,Reservation_Date,Hotel_Chain_Code,Hotel_Chain_Name,Hotel_Property_Name,Hotel_Address,Hotel_City_Name,Hotel_State,Hotel_Zip_Code,Hotel_Country_Code,Check_In_Date,Check_Out_Date,Number_of_Room_Nights,Daily_Rate,Total_Spend,GDS_Record_Locator,Online_Booking_Indicator
Agency B,00:00.0,CY,COURTYARD BY MARRIOTT,CY Courtyard Kahului Apt Marriott,532 Keolani Place,Kahului                  ,HI,96732,US,00:00.0,00:00.0,1,259,259,SNZWKM,NULL
Agency B,00:00.0,DR,DRURY INN,DR Drury Inn Suites Austin North AUS,6711 I-35 North,Austin                   ,TX,78752,US,00:00.0,00:00.0,4,114.99,459.96,EUDOAU,NULL
Agency B,00:00.0,GZ,GENARES RESV,GZ Sadies by the Sea PPG,Utulei Beach,Pago Pago,AS,96799,AS,00:00.0,00:00.0,2,139,278,HSTSJB,NULL
Agency B,00:00.0,GZ,GENARES RESV,GZ Sadies by the Sea PPG,Utulei Beach,Pago Pago,AS,96799,AS,00:00.0,00:00.0,2,139,278,HSTSJB,NULL
Agency B,00:00.0,HG,HOMEWOOD SUITE,HG Homewood Suites  Anchorage AK,140 West Tudor Rd,Anchorage                ,AK,99503,US,00:00.0,00:00.0,1,99,99,MCDYJZ,NULL
Agency B,00:00.0,HI,HOLIDAY INNS,HI Holiday Inn Express Suites FAI,400 Merhar Ave,Fairbanks                ,AK,99701,US,00:00.0,00:00.0,3,75,225,UYWIPZ,NULL
Agency B,00:00.0,IQ,SCANRES HOSPITALITY,IQ Westmark Anchorage Hotel ANC,720 W Fifth Ave,Anchorage                ,AK,99501,US,00:00.0,00:00.0,2,89,178,TBDJEN,NULL
Agency B,00:00.0,UI,UTELL INTERNATIONAL,UI King Kamehamehas Kona Beach Hotel,75 5660 Palani Road,Kailua Kona              ,HI,96740,US,00:00.0,00:00.0,1,129,129,PJHJAH,NULL
Agency B,00:00.0,ZD,BUDGET RENT A CAR,BUDGET RENT A CAR,NULL,Kahului,HI,NULL,US,00:00.0,00:00.0,1,36,36,SNZWKM,NULL
Agency B,00:00.0,ZD,BUDGET RENT A CAR,BUDGET RENT A CAR,NULL,San Francisco,CA,NULL,US,00:00.0,00:00.0,9,17.86,160.74,YBFOOT,NULL
Agency B,00:00.0,ZR,DOLLAR RENT A CAR,DOLLAR RENT A CAR,NULL,Kona,HI,NULL,US,00:00.0,00:00.0,1,40,40,PJHJAH,NULL
Agency B,00:00.0,AL,ALOFT HOTELS,ALAMO RENT A CAR,NULL,Anchorage,AK,NULL,US,00:00.0,00:00.0,4,20,80,YQWFJP,NULL
Agency B,00:00.0,CP,CROWNE PLAZA HOTELS,CP Crowne Plaza Anchorage Midtown,109 W International Airport R,Anchorage                ,AK,99518,US,00:00.0,00:00.0,4,99,396,YQWFJP,NULL
Agency B,00:00.0,DT,DOUBLETREE HOTELS,DT Doubletree Hotel Albuquerque,201 Marquette N W,Albuquerque              ,NM,87102,US,00:00.0,00:00.0,6,83,498,HJISUZ,NULL
Agency B,00:00.0,ET,MARRIOTT CONFERENCE CTR,ENTERPRISE RENT A CAR,NULL,Anchorage,AK,NULL,US,00:00.0,00:00.0,1,17,17,MDACQO,NULL
Agency B,00:00.0,PH,PREFERRED HOTELS,PH Hotel Captain Cook,5Th At K Street,Anchorage                ,AK,99501,US,00:00.0,00:00.0,2,99,198,CMWTPO,NULL
Agency B,00:00.0,UI,UTELL INTERNATIONAL,UI Caravelle Hotel STX,44A Queen Cross Street,Christiansted,VI,820,VI,00:00.0,00:00.0,1,112.7,112.7,QGEOGI,NULL
Agency B,00:00.0,ZR,DOLLAR RENT A CAR,DOLLAR RENT A CAR,NULL,Albuquerque,NM,NULL,US,00:00.0,00:00.0,6,15.8333,94.9998,HJISUZ,NULL
Agency B,00:00.0,BW,BEST WESTERN INTL,BW Best Western Plus Henderson LAS,1553 North Boulder Highway,Henderson                ,NV,89011,US,00:00.0,00:00.0,4,67.15,268.6,DGZGQV,NULL
Agency B,00:00.0,CY,COURTYARD BY MARRIOTT,CY Courtyard Kahului Apt Marriott,532 Keolani Place,Kahului                  ,HI,96732,US,00:00.0,00:00.0,1,189,189,HSCKJN,NULL
Agency B,00:00.0,CY,COURTYARD BY MARRIOTT,CY Courtyard Kahului Apt Marriott,532 Keolani Place,Kahului                  ,HI,96732,US,00:00.0,00:00.0,1,189,189,QQFRKK,NULL
Agency B,00:00.0,CY,COURTYARD BY MARRIOTT,CY Courtyard Kahului Apt Marriott,532 Keolani Place,Kahului                  ,HI,96732,US,00:00.0,00:00.0,1,189,189,VMAORL,NULL
Agency B,00:00.0,CY,COURTYARD BY MARRIOTT,CY Courtyard Kahului Apt Marriott,532 Keolani Place,Kahului                  ,HI,96732,US,00:00.0,00:00.0,1,189,189,VPMMWJ,NULL
Agency B,00:00.0,CY,COURTYARD BY MARRIOTT,CY Courtyard Kahului Apt Marriott,532 Keolani Place,Kahului                  ,HI,96732,US,00:00.0,00:00.0,1,189,189,WUZLAR,NULL
Agency B,00:00.0,CY,COURTYARD BY MARRIOTT,CY Courtyard New Orleans Metairie,2 Galleria Blvd,Metairie                 ,LA,70001,US,00:00.0,00:00.0,6,140,840,WSOTRV,NULL
Agency B,00:00.0,DT,DOUBLETREE HOTELS,DT Doubletree Portland-Lloyd Ctr,1000 Ne Multnomah,Portland                 ,OR,97232,US,00:00.0,00:00.0,3,126,378,KFPTSI,NULL
Agency B,00:00.0,ET,MARRIOTT CONFERENCE CTR,ENTERPRISE RENT A CAR,NULL,Anchorage,AK,NULL,US,00:00.0,00:00.0,1,17,17,MDACQO,NULL
Agency B,00:00.0,HI,HOLIDAY INNS,HI Holiday Inn French Quarter,124 Royal,New Orleans              ,LA,70130,US,00:00.0,00:00.0,4,140,560,NFTBEJ,NULL
Agency B,00:00.0,HI,HOLIDAY INNS,HI Holiday Inn Seattle,17338 International Blvd,Seattle                  ,WA,98188,US,00:00.0,00:00.0,1,119,119,HZYXNK,NULL
Agency B,00:00.0,HX,HAMPTON INNS,HX Hampton Inn Anchorage,4301 Credit Union Dr,Anchorage                ,AK,99503,US,00:00.0,00:00.0,2,99,198,OYDXZV,NULL
Agency B,00:00.0,MC,MARRIOTT HOTELS,MC Marriott Anchorage Dtwn,820 W 7Th Ave,Anchorage                ,AK,99501,US,00:00.0,00:00.0,1,87.12,87.12,MDACQO,NULL
Agency B,00:00.0,QI,QUALITY INNS,QI Quality Suites Southwest,7260 W Jefferson,Denver                   ,CO,80235,US,00:00.0,00:00.0,5,69,345,IUEBUT,NULL
Agency B,00:00.0,VE,VANTIS HOTELS,VE Aurora Inn Executive Suite,320 E Front Street,Nome                     ,AK,99762,US,00:00.0,00:00.0,2,155,310,DPHKZF,NULL
Agency B,00:00.0,VE,VANTIS HOTELS,VE Aurora Inn Executive Suite,320 E Front Street,Nome                     ,AK,99762,US,00:00.0,00:00.0,3,155,465,CNMMWC,NULL
Agency B,00:00.0,XL,SUMMIT INTERNATIONAL,XL Aka White House DCA,1710 H Street Nw,Washington               ,DC,20006,US,00:00.0,00:00.0,4,184,736,HZYXNK,NULL
Agency B,00:00.0,XV,SPRINGHILL SUITES,XV Springhill Stes Fairbanks,575 1St Avenue,Fairbanks                ,AK,99701,US,00:00.0,00:00.0,4,75,300,MSVEQK,NULL
Agency B,00:00.0,ZI,AVIS,AVIS,NULL,Denver,CO,NULL,US,00:00.0,00:00.0,5,28.2,141,IUEBUT,NULL
Agency B,00:00.0,ZI,AVIS,AVIS,NULL,Las Vegas,NV,NULL,US,00:00.0,00:00.0,4,15,60,DGZGQV,NULL
Agency B,00:00.0,ZI,AVIS,AVIS,NULL,New Orleans,LA,NULL,US,00:00.0,00:00.0,6,28.1667,169.0002,WSOTRV,NULL
Agency B,00:00.0,ZR,DOLLAR RENT A CAR,DOLLAR RENT A CAR,NULL,Fairbanks,AK,NULL,US,00:00.0,00:00.0,2,46,92,NBLOQY,NULL
Agency B,00:00.0,ZT,THRIFTY RENT A CAR,THRIFTY RENT A CAR,NULL,Kahului,HI,NULL,US,00:00.0,00:00.0,1,56.58,56.58,VMAORL,NULL
Agency B,00:00.0,ZT,THRIFTY RENT A CAR,THRIFTY RENT A CAR,NULL,New Orleans,LA,NULL,US,00:00.0,00:00.0,4,15,60,NFTBEJ,NULL
Agency B,00:00.0,BT,BTH HOTELS,BT Oxford Suites Boise BOI,1426 S Entertainment Avenue,Boise                    ,ID,83709,US,00:00.0,00:00.0,4,83,332,RFQYLD,NULL
Agency B,00:00.0,ET,MARRIOTT CONFERENCE CTR,ENTERPRISE RENT A CAR,NULL,Kona,HI,NULL,US,00:00.0,00:00.0,1,14,14,MUSQCA,NULL
Agency B,00:00.0,GZ,GENARES RESV,GZ  King Eider Inn of Barrow,1752 Ahkovak Street,Barrow                   ,AK,99723,US,00:00.0,00:00.0,1,158,158,WYSIXI,NULL
Agency B,00:00.0,HH,HILTON/CONRAD HOTELS,HH Hilton Phoenix Airport,2435 S 47th St,Phoenix                  ,AZ,85034,US,00:00.0,00:00.0,1,106,106,EKGXAG,NULL
Agency B,00:00.0,HX,HAMPTON INNS,HX Hampton Inn Denver W Fed,137 Union Blvd,Denver                   ,CO,80228,US,00:00.0,00:00.0,4,156,624,VRKFMU,NULL
Agency B,00:00.0,IQ,SCANRES HOSPITALITY,IQ Westmark Fairbanks Hotel FAI,813 Noble St,Fairbanks                ,AK,99701,US,00:00.0,00:00.0,2,75,150,KKBIZY,NULL
Agency B,00:00.0,KC,KIMCO HOTELS,KC Topaz Hotel,1733 N Street Nw,Washington               ,DC,20036,US,00:00.0,00:00.0,4,184,736,IHBUNK,NULL
Agency B,00:00.0,SC,SCEPTRE HOSPITALITY SVCS,SC Pikes Waterfront Lodge,1850 Hoselton Road,Fort Wainwright          ,AK,99703,US,00:00.0,00:00.0,1,75,75,NXXJAF,NULL
Agency B,00:00.0,WI,WESTIN HOTELS,WI The Westin Arlington Gateway DCA,801 N Glebe Road,Arlington                ,VA,22203,US,00:00.0,00:00.0,1,244,244,FZSYEN,NULL
Agency B,00:00.0,BW,BEST WESTERN INTL,BW Best Western Lighthouse Inn,110 Ville Drive,Boulder City             ,NV,89005,US,00:00.0,00:00.0,6,71.09,426.54,JTEOSZ,NULL
Agency B,00:00.0,DT,DOUBLETREE HOTELS,DT Doubletree Portland-Lloyd Ctr,1000 Ne Multnomah,Portland                 ,OR,97232,US,00:00.0,00:00.0,4,126,504,JQKOCK,NULL
Agency B,00:00.0,DT,DOUBLETREE HOTELS,DT DTree Suites Tucson Airport TUS,7051 S Tucson Blvd,Tucson                   ,AZ,85756,US,00:00.0,00:00.0,2,86,172,AGNVYD,NULL
Agency B,00:00.0,ET,MARRIOTT CONFERENCE CTR,ENTERPRISE RENT A CAR,NULL,Washington DC,DC,NULL,US,00:00.0,00:00.0,6,13.6667,82.0002,SBTRMD,NULL
Agency B,00:00.0,RL,RED LION HOTELS,RL Red Lion Boise Downtowner,1800 Fairview,Boise                    ,ID,83702,US,00:00.0,00:00.0,3,77,231,QMJDIA,NULL
Agency B,00:00.0,SI,SHERATON HOTELS,SI Sheraton Denver West Hotel,360 Union Blvd,Denver                   ,CO,80228,US,00:00.0,00:00.0,3,149,447,BRZZQA,NULL
Agency B,00:00.0,SM,INNLINK,SM Shee Atika Totem Square,201 Katlian Street,Sitka                    ,AK,99835,US,00:00.0,00:00.0,1,159,159,ABLHPA,NULL
Agency B,00:00.0,WV,TRAVELCLICK,WV Aspen Hotel Soldotna ENA,326 Binkley Circle,Soldotna                 ,AK,99669,US,00:00.0,00:00.0,1,79,79,DNLGUI,NULL
Agency B,00:00.0,WV,TRAVELCLICK,WV Wedgewood Resort,212 Wedgewood Drive,Fairbanks                ,AK,99701,US,00:00.0,00:00.0,1,70,70,KDPRZC,NULL
Agency B,00:00.0,ZI,AVIS,AVIS,NULL,Sitka,AK,NULL,US,00:00.0,00:00.0,1,84,84,ABLHPA,NULL
Agency B,00:00.0,ZL,NATIONAL CAR RENTAL,NATIONAL CAR RENTAL,NULL,Houston,TX,NULL,US,00:00.0,00:00.0,6,16.6667,100.0002,ZIWGFR,NULL
Agency B,00:00.0,ZR,DOLLAR RENT A CAR,DOLLAR RENT A CAR,NULL,Tucson,AZ,NULL,US,00:00.0,00:00.0,2,17,34,AGNVYD,NULL
Agency B,00:00.0,NULL,XX Bethel Car Rental,XX Bethel Car Rental,NULL,Bethel,AK,NULL,US,00:00.0,00:00.0,2,150,300,LMGKNV,NULL
Agency B,00:00.0,NULL,Zz Indiana Memorial Uni,Zz Indiana Memorial Uni,Unknown,Bloomington,IN,NULL,US,00:00.0,00:00.0,4,102,408,NAYLCM,NULL
Agency B,00:00.0,BW,BEST WESTERN INTL,BW Best Western Grandmas Feather,2358 Mendenhall Loop Road,Juneau                   ,AK,99801,US,00:00.0,00:00.0,1,119,119,EJDCNH,NULL
Agency B,00:00.0,CQ,CLUB QUARTERS,Sunshine Express Air,NULL,San Francisco,CA,NULL,US,00:00.0,00:00.0,6,172,1032,FDJUEM,NULL
Agency B,00:00.0,HY,HYATT HOTELS,HY Hyatt Regency Saipan,Po Box 5087,Saipan Mariana Is,MP,96950,MP,00:00.0,00:00.0,3,140,420,OQJTKQ,NULL
Agency B,00:00.0,PH,PREFERRED HOTELS,PH Hotel Captain Cook,5Th At K Street,Anchorage                ,AK,99501,US,00:00.0,00:00.0,2,99,198,EJDCNH,NULL
Agency B,00:00.0,RD,RADISSON HOTELS,RD Radisson Kauai Beach,4331 Kauai Beach Dr,Lihue                    ,HI,96766,US,00:00.0,00:00.0,1,162,162,OQJTKQ,NULL
Agency B,00:00.0,SI,SHERATON HOTELS,SI Sheraton Keauhou Bay Resort & Spa,78 128 Ehukai Street,Kailua Kona              ,HI,96740,US,00:00.0,00:00.0,1,180,180,OQJTKQ,NULL
Agency B,00:00.0,WV,TRAVELCLICK,WV Castle Hilo Hawaiian Hotel ITO,71 Banyan Drive,Hilo                     ,HI,96720,US,00:00.0,00:00.0,1,135,135,OQJTKQ,NULL
Agency B,00:00.0,YX,SYNXIS CORPORATION,YX Marines Memorial Club and Hotel SFO,609 Sutter Street,San Francisco            ,CA,94102,US,00:00.0,00:00.0,7,159,1113,NOUMPY,NULL
Agency B,00:00.0,ZD,BUDGET RENT A CAR,BUDGET RENT A CAR,NULL,Kona,HI,NULL,US,00:00.0,00:00.0,2,47,94,OQJTKQ,NULL
Agency B,00:00.0,ZD,BUDGET RENT A CAR,BUDGET RENT A CAR,NULL,San Francisco,CA,NULL,US,00:00.0,00:00.0,1,47,47,NOUMPY,NULL
Agency B,00:00.0,ZE,HERTZ,HERTZ,NULL,Saipan,NULL,NULL,MP,00:00.0,00:00.0,3,40,120,OQJTKQ,NULL
Agency B,00:00.0,ZR,DOLLAR RENT A CAR,DOLLAR RENT A CAR,NULL,Fairbanks,AK,NULL,US,00:00.0,00:00.0,1,43,43,MVPCXH,NULL
Agency B,00:00.0,ZR,DOLLAR RENT A CAR,DOLLAR RENT A CAR,NULL,Honolulu,HI,NULL,US,00:00.0,00:00.0,6,34.1667,205.0002,OQJTKQ,NULL
Agency B,00:00.0,ZR,DOLLAR RENT A CAR,DOLLAR RENT A CAR,NULL,Kahului,HI,NULL,US,00:00.0,00:00.0,6,42.5,255,OQJTKQ,NULL
Agency B,00:00.0,ZR,DOLLAR RENT A CAR,DOLLAR RENT A CAR,NULL,Lihue,HI,NULL,US,00:00.0,00:00.0,1,40,40,OQJTKQ,NULL
Agency B,00:00.0,ES,EMBASSY SUITES,ES Embassy Ste Washington DC,900 10Th St Nw,Washington               ,DC,20001,US,00:00.0,00:00.0,1,184,184,FITLNX,NULL
Agency B,00:00.0,ET,MARRIOTT CONFERENCE CTR,ENTERPRISE RENT A CAR,NULL,Fairbanks,AK,NULL,US,00:00.0,00:00.0,1,39,39,BEJJPK,NULL
Agency B,00:00.0,ET,MARRIOTT CONFERENCE CTR,ENTERPRISE RENT A CAR,NULL,Kahului,HI,NULL,US,00:00.0,00:00.0,1,47,47,WSBJTJ,NULL
Agency B,00:00.0,ET,MARRIOTT CONFERENCE CTR,ENTERPRISE RENT A CAR,NULL,Knoxville,TN,NULL,US,00:00.0,00:00.0,4,38,152,DHEJKV,NULL
Agency B,00:00.0,ET,MARRIOTT CONFERENCE CTR,ENTERPRISE RENT A CAR,NULL,Washington DC,DC,NULL,US,00:00.0,00:00.0,6,18.1667,109.0002,TSKYZO,NULL
Agency B,00:00.0,HX,HAMPTON INNS,HX Hampton Inn Knoxville Apt,148 International Ave,Alcoa                    ,TN,37701,US,00:00.0,00:00.0,1,83,83,DHEJKV,NULL
Agency B,00:00.0,HY,HYATT HOTELS,HY Hyatt Regency Saipan,Po Box 5087,Saipan Mariana Is,MP,96950,MP,00:00.0,00:00.0,3,140,420,NRBJTQ,NULL
Agency B,00:00.0,MC,MARRIOTT HOTELS,MC Marriott Denver West DEN,1717 Denver W Blvd,Golden                   ,CO,80401,US,00:00.0,00:00.0,6,156,936,JVZQSG,NULL
Agency B,00:00.0,RD,RADISSON HOTELS,RD Radisson Kauai Beach,4331 Kauai Beach Dr,Lihue                    ,HI,96766,US,00:00.0,00:00.0,1,162,162,NRBJTQ,NULL
Agency B,00:00.0,SI,SHERATON HOTELS,SI Sheraton Keauhou Bay Resort & Spa,78 128 Ehukai Street,Kailua Kona              ,HI,96740,US,00:00.0,00:00.0,1,180,180,NRBJTQ,NULL
Agency B,00:00.0,WV,TRAVELCLICK,WV Castle Hilo Hawaiian Hotel ITO,71 Banyan Drive,Hilo                     ,HI,96720,US,00:00.0,00:00.0,1,135,135,NRBJTQ,NULL
Agency B,00:00.0,WV,TRAVELCLICK,WV Sophie Station Hotel,1717 University Ave,Fairbanks                ,AK,99709,US,00:00.0,00:00.0,1,75,75,BEJJPK,NULL
Agency B,00:00.0,ZE,HERTZ,HERTZ,NULL,Denver,CO,NULL,US,00:00.0,00:00.0,6,23.9867,143.9202,JVZQSG,NULL
Agency B,00:00.0,ET,MARRIOTT CONFERENCE CTR,ENTERPRISE RENT A CAR,NULL,Fairbanks,AK,NULL,US,00:00.0,00:00.0,1,40,40,LFXHYZ,NULL
Agency B,00:00.0,WV,TRAVELCLICK,WV Aspen Hotel Soldotna ENA,326 Binkley Circle,Soldotna                 ,AK,99669,US,00:00.0,00:00.0,1,79,79,SKAAXM,NULL
Agency B,00:00.0,WV,TRAVELCLICK,WV Sophie Station Hotel,1717 University Ave,Fairbanks                ,AK,99709,US,00:00.0,00:00.0,1,75,75,LFXHYZ,NULL
Agency B,00:00.0,ZD,BUDGET RENT A CAR,BUDGET RENT A CAR,NULL,Kenai,AK,NULL,US,00:00.0,00:00.0,1,71,71,SKAAXM,NULL
Agency B,00:00.0,HH,HILTON/CONRAD HOTELS,HH Hilton Washington Dulles Arpt,13869 Park Center Road,Herndon                  ,VA,20171,US,00:00.0,00:00.0,1,79,79,XQHGSS,NULL
Agency B,00:00.0,HH,HILTON/CONRAD HOTELS,HH Hilton Washington Dulles Arpt,13869 Park Center Road,Herndon                  ,VA,20171,US,00:00.0,00:00.0,1,79,79,XQHGSS,NULL
Agency B,00:00.0,IN,INTOURTRANS                             ,SHEE ATIKA TOTEM SQUARE INN,201 KATLIAN,SITKA,AK,NULL,US,00:00.0,00:00.0,2,159,318,VSOAXO,N
Agency B,00:00.0,CP,CROWNE PLAZA HOTELS,CP Crowne Plaza Anchorage Midtown,109 W International Airport R,Anchorage                ,AK,99518,US,00:00.0,00:00.0,4,99,396,ZVOLNX,NULL
Agency B,00:00.0,ET,MARRIOTT CONFERENCE CTR,ENTERPRISE RENT A CAR,NULL,Anchorage,AK,NULL,US,00:00.0,00:00.0,4,24,96,ZVOLNX,NULL
Agency B,00:00.0,RC,RESIDENCE INNS BY MARRIOTT              ,RESIDENCE INN BILLINGS,956 S 25TH ST W,BILLINGS,MT,NULL,US,00:00.0,00:00.0,10,83,830,JAKAGY,N
Agency B,00:00.0,WV,TRAVELCLICK,WV Alpine Lodge,4920 Dale Rd,Fairbanks                ,AK,99709,US,00:00.0,00:00.0,1,75,75,KMWCBQ,NULL
Agency B,00:00.0,WV,TRAVELCLICK,WV Fiesta Resort and Spa Saipan SPN,Coral Tree Avenue,Saipan,FM,96950,MP,00:00.0,00:00.0,1,120,120,QJZVVG,NULL
Agency B,00:00.0,AL,ALOFT HOTELS,ALAMO RENT A CAR,NULL,Anchorage,AK,NULL,US,00:00.0,00:00.0,2,10,20,HSLGOZ,NULL
Agency B,00:00.0,AL,ALOFT HOTELS,ALAMO RENT A CAR,NULL,Anchorage,AK,NULL,US,00:00.0,00:00.0,11,8.5718,94.2898,HSLGOZ,NULL
Agency B,00:00.0,CP,CROWNE PLAZA HOTELS,CP Crowne Plaza Anchorage Midtown,109 W International Airport R,Anchorage                ,AK,99518,US,00:00.0,00:00.0,2,99,198,HSLGOZ,NULL
Agency B,00:00.0,CP,CROWNE PLAZA HOTELS,CP Crowne Plaza Anchorage Midtown,109 W International Airport R,Anchorage                ,AK,99518,US,00:00.0,00:00.0,11,99,1089,HSLGOZ,NULL
Agency B,00:00.0,ET,MARRIOTT CONFERENCE CTR,ENTERPRISE RENT A CAR,NULL,Anchorage,AK,NULL,US,00:00.0,00:00.0,2,16,32,LMCZQB,NULL
Agency B,00:00.0,RA,RAMADA INNS,RA Ramada Inn Anchorage Downtown,115 East 3RD Avenue,Anchorage                ,AK,99501,US,00:00.0,00:00.0,2,69,138,LMCZQB,NULL
Agency B,00:00.0,ET,MARRIOTT CONFERENCE CTR,ENTERPRISE RENT A CAR,NULL,Kahului,HI,NULL,US,00:00.0,00:00.0,3,55,165,BYFACP,NULL
Agency B,00:00.0,MC,MARRIOTT HOTELS,MC Marriott Wailea Resort,3700 Wailea Alanui,Kihei                    ,HI,96753,US,00:00.0,00:00.0,2,259,518,CTFUGV,NULL
Agency B,00:00.0,MC,MARRIOTT HOTELS,MC Marriott Wailea Resort,3700 Wailea Alanui,Kihei                    ,HI,96753,US,00:00.0,00:00.0,3,199,597,ADYQHO,NULL
Agency B,00:00.0,MC,MARRIOTT HOTELS,MC Marriott Wailea Resort,3700 Wailea Alanui,Kihei                    ,HI,96753,US,00:00.0,00:00.0,3,199,597,BYFACP,NULL
Agency B,00:00.0,MC,MARRIOTT HOTELS,MC Marriott Wailea Resort,3700 Wailea Alanui,Kihei                    ,HI,96753,US,00:00.0,00:00.0,3,199,597,CVAMPQ,NULL
Agency B,00:00.0,MC,MARRIOTT HOTELS,MC Marriott Wailea Resort,3700 Wailea Alanui,Kihei                    ,HI,96753,US,00:00.0,00:00.0,3,199,597,LEPYLD,NULL
Agency B,00:00.0,SI,SHERATON HOTELS,SI Sheraton Reston Hotel,11810 Sunrise Valley Dr,Reston                   ,VA,20191,US,00:00.0,00:00.0,4,184,736,IRZQUT,NULL
Agency B,00:00.0,UI,UTELL INTERNATIONAL,UI King Kamehamehas Kona Beach Hotel,75 5660 Palani Road,Kailua Kona              ,HI,96740,US,00:00.0,00:00.0,1,180,180,ADYQHO,NULL
Agency B,00:00.0,UI,UTELL INTERNATIONAL,UI King Kamehamehas Kona Beach Hotel,75 5660 Palani Road,Kailua Kona              ,HI,96740,US,00:00.0,00:00.0,1,180,180,BYFACP,NULL
Agency B,00:00.0,UI,UTELL INTERNATIONAL,UI King Kamehamehas Kona Beach Hotel,75 5660 Palani Road,Kailua Kona              ,HI,96740,US,00:00.0,00:00.0,1,180,180,CTFUGV,NULL
Agency B,00:00.0,UI,UTELL INTERNATIONAL,UI King Kamehamehas Kona Beach Hotel,75 5660 Palani Road,Kailua Kona              ,HI,96740,US,00:00.0,00:00.0,1,180,180,LEPYLD,NULL
Agency B,00:00.0,UI,UTELL INTERNATIONAL,UI King Kamehamehas Kona Beach Hotel,75 5660 Palani Road,Kailua Kona              ,HI,96740,US,00:00.0,00:00.0,1,180,180,LFSCVG,NULL
Agency B,00:00.0,YX,SYNXIS CORPORATION,YX Phoenix Inn Suites Olympia OLM,415 Capital Way North,Olympia                  ,WA,98501,US,00:00.0,00:00.0,6,94,564,BNUBVL,NULL
Agency B,00:00.0,ZE,HERTZ,HERTZ,NULL,Seattle,WA,NULL,US,00:00.0,00:00.0,6,28,168,BNUBVL,NULL
Agency B,00:00.0,ZI,AVIS,AVIS,NULL,Honolulu,HI,NULL,US,00:00.0,00:00.0,3,23.2,69.6,MYXRUU,NULL
Agency B,00:00.0,ZR,DOLLAR RENT A CAR,DOLLAR RENT A CAR,NULL,Kona,HI,NULL,US,00:00.0,00:00.0,1,75,75,BYFACP,NULL
Agency B,00:00.0,NULL,XX Delta Cottages,XX Delta Cottages,NULL,Bethal,AK,NULL,US,00:00.0,00:00.0,4,175,700,FYKTLT,NULL
Agency B,00:00.0,54,Ve Ameritel Inn Olympia,Ve Ameritel Inn Olympia,4520 Martin Way E,Olympia                  ,WA,98516,US,00:00.0,00:00.0,5,94,470,SAADIU,NULL
Agency B,00:00.0,AL,ALOFT HOTELS,ALAMO RENT A CAR,NULL,Anchorage,AK,NULL,US,00:00.0,00:00.0,4,10,40,JROBYH,NULL
Agency B,00:00.0,AL,ALOFT HOTELS,ALAMO RENT A CAR,NULL,Anchorage,AK,NULL,US,00:00.0,00:00.0,4,9,36,QHHQYU,NULL
Agency B,00:00.0,AL,ALOFT HOTELS,ALAMO RENT A CAR,NULL,Anchorage,AK,NULL,US,00:00.0,00:00.0,4,10,40,QPNLYF,NULL
Agency B,00:00.0,AL,ALOFT HOTELS,ALAMO RENT A CAR,NULL,Anchorage,AK,NULL,US,00:00.0,00:00.0,4,10,40,TISEGD,NULL
Agency B,00:00.0,AL,ALOFT HOTELS,ALAMO RENT A CAR,NULL,Anchorage,AK,NULL,US,00:00.0,00:00.0,4,17,68,MVAJWO,NULL
Agency B,00:00.0,AL,ALOFT HOTELS,ALAMO RENT A CAR,NULL,Anchorage,AK,NULL,US,00:00.0,00:00.0,4,20,80,DKULSD,NULL
Agency B,00:00.0,AL,ALOFT HOTELS,ALAMO RENT A CAR,NULL,Anchorage,AK,NULL,US,00:00.0,00:00.0,4,20,80,NYHFPY,NULL
Agency B,00:00.0,AL,ALOFT HOTELS,ALAMO RENT A CAR,NULL,Anchorage,AK,NULL,US,00:00.0,00:00.0,2,10,20,AEWBRB,NULL
Agency B,00:00.0,AL,ALOFT HOTELS,ALAMO RENT A CAR,NULL,Anchorage,AK,NULL,US,00:00.0,00:00.0,1,9,9,MELPGV,NULL
Agency B,00:00.0,CI,COMFORT INNS,CI Comfort Inn Ship Creek,111 W Ship Creek Ave,Anchorage                ,AK,99501,US,00:00.0,00:00.0,2,79,158,HIBJVR,NULL
Agency B,00:00.0,CY,COURTYARD BY MARRIOTT,CY Courtyard Anchorage Marriott ANC,4901 Spenard Road,Anchorage                ,AK,99517-3295,US,00:00.0,00:00.0,4,99,396,DKULSD,NULL
Agency B,00:00.0,CY,COURTYARD BY MARRIOTT,CY Courtyard Anchorage Marriott ANC,4901 Spenard Road,Anchorage                ,AK,99517-3295,US,00:00.0,00:00.0,4,99,396,QPNLYF,NULL
Agency B,00:00.0,CY,COURTYARD BY MARRIOTT,CY Courtyard Boise,222 South Broadway Ave,Boise                    ,ID,83702,US,00:00.0,00:00.0,2,83,166,NZWYRB,NULL
Agency B,00:00.0,ES,EMBASSY SUITES,ES Embassy Suites Dulles Airport,13341 Woodland Park Drive,Herndon                  ,VA,20171,US,00:00.0,00:00.0,1,184,184,SLPFYK,NULL
Agency B,00:00.0,ET,MARRIOTT CONFERENCE CTR,ENTERPRISE RENT A CAR,NULL,Anchorage,AK,NULL,US,00:00.0,00:00.0,3,10,30,FNOIDV,NULL
