VENDOR_DUNS_NUMBER,FISCAL_YEAR,COUNT(1),SUM(TOTAL_OBLIGATED_AMOUNT)
828433008,2014,24,4789293.6
619220333,2014,2,399000
555840896,2014,2,44208
626392500,2014,24,533828.86
808508998,2014,4,214863
624105115,2014,6,4048681.1
602967171,2014,1,4522
937579217,2014,2,25181
779973510,2014,8,114238.34
36146249,2014,101,8730449.59
107912933,2014,7,348670
864000745,2014,2,164228.73
28181311,2014,1,3024
39753020,2014,4,4459
61962866,2014,31,389994.86
82175092,2014,48,567435.55
142877286,2014,11,0
54771142,2014,21,272923.73
199385568,2014,33,4146018.84
58319922,2014,3,1481278.26
146782342,2014,9,497129.14
194183869,2014,22,387077.82
51227338,2014,24,301396.02
43675615,2014,28,3969636.14
106730919,2014,4,1741849.56
853765878,2014,5,28600
832108802,2014,7,21184.94
800592433,2014,3,19876.1
809284453,2014,1,3384
7289580,2014,5,14036.78
1029946,2014,1,10992.73
114806466,2014,13,54209.78
33429726,2014,5,150239
58065090,2014,4,285333.71
138926196,2014,10,2080923.45
872978978,2014,24,491335426.7
602431525,2014,1,19273.97
165578381,2014,2,804549
46356259,2014,2,10412.8
824771104,2014,22,2401365.28
54108972,2014,1,5500
80816882,2014,13,1963380
74850140,2014,20,289019.53
826959699,2014,18,18405
35043744,2014,19,4264023.75
42465401,2014,2,14969.55
76935063,2014,12,932032.86
879289254,2014,38,240975.55
504703547,2014,5,154363.09
8202413,2014,87,3912659.65
829898816,2014,17,6800
67510214,2014,5,1605111.6
54695333,2014,9,689708
1733393,2014,20,198902.18
82350901,2014,7,28155
4482716,2014,1,28920.83
807835108,2014,2,4315661.44
62413786,2014,1,51785
139647564,2014,7,27362.29
945100956,2014,3,57870
13768978,2014,3,62319
125942305,2014,2,683693
114358625,2014,15,60402492.46
783570448,2014,5,47650
832247238,2014,2,117351
5477331,2014,1,247176.92
605166487,2014,13,199593.48
125377692,2014,6,49316.71
124697942,2014,1,10750
56070126,2014,48,1987717
35066976,2014,7,45720.61
13808501,2014,19,145160.31
125205448,2014,47,64657836.16
957304082,2014,3,117724.95
7222268,2014,12,22679.5
615210312,2014,3,34650
19905600,2014,1,7789.67
319209557,2014,4,9988666.7
79093250,2014,6,28497
800117400,2014,1,4095
809252666,2014,1,2405
76124536,2014,3,143556.18
32714466,2014,5,63458.27
659700230,2014,2,86775
164584406,2014,1,4400
232128611,2014,11,52156.94
8961484,2014,1,4148.89
134464556,2014,1,9300
7237290,2014,11,251513.79
74095829,2014,64,46292099.17
121368299,2014,9,99681549.51
160908380,2014,27,2275785.36
47271358,2014,14,4608203.44
964060321,2014,10,14539.38
109139787,2014,21,1989172.23
27429497,2014,8,51364.74
783080526,2014,7,77289
780425372,2014,1,580
49113393,2014,1,5541.32
807468921,2014,7,126241
60612694,2014,7,92622
498987841,2014,1,19396.61
961722316,2014,2,27682.9
78756746,2014,13,174880.22
807356279,2014,1,1875
961591745,2014,1,4185
786549154,2014,2,6106.4
883143471,2014,13,2262986
128653581,2014,4,31417.66
102221665,2014,4,1524999.91
53777009,2014,5,1705635
91290379,2014,2,4670.75
39607205,2014,10,67602.54
127547763,2014,11,1517358.65
141584107,2014,13,15995
20303343,2014,1,4459.85
827115411,2014,20,7443269.08
103104043,2014,16,117170
24074309,2014,6,724661.21
60019043,2014,51,548644.55
84993344,2014,9,1720101.59
111942947,2014,3,1045779.32
10362374,2014,1,2511
157511288,2014,5,15583.35
137200726,2014,23,612883.85
118324461,2014,22,18596315.14
608953811,2014,1,1715.13
78393361,2014,10,225544.47
848602116,2014,5,5372452.27
782925627,2014,12,176044.12
51735884,2014,32,247284.1
809792443,2014,12,75376
945517014,2014,2,5019800
828433701,2014,51,515356.04
944535152,2014,13,202658.13
64835549,2014,9,1273886.18
155384121,2014,1,51172.5
71530968,2014,5,1443447.33
75456699,2014,2,14023.83
58445313,2014,43,16653916.81
803447502,2014,2,30311.04
5788773,2014,9,12121261.79
206416018,2014,13,621074.45
44564417,2014,14,2572379.63
79402274,2014,1,44903.12
39380407,2014,4,2010777
86688301,2014,46,2958796.6
121031231,2014,16,498869.85
10507403,2014,19,1378301.65
781841080,2014,33,16150658.8
95347159,2014,29,50879954.03
78393198,2014,1,5000
832381771,2014,1,13600
796130552,2014,1,56873.65
825772437,2014,1,14400
556579006,2014,31,4791025.85
804191625,2014,1,11323.91
798247446,2014,29,679637.78
9586041,2014,34,1042362.77
69799922,2014,19,49096.6
3898426,2014,13,73554.95
17748711,2014,4,72370.06
832364173,2014,57,446456.43
790877419,2014,6,380114
79397221,2014,1,13683.6
78709589,2014,21,3352291.82
796004054,2014,3,45009
152365156,2014,3,13608.7
27626530,2014,5,39859.72
798865049,2014,1,0
153879903,2014,35,7431849.52
163197036,2014,1,86852.69
38952935,2014,1,35400
12705963,2014,11,236921043.7
78453031,2014,8,77319.91
9118340,2014,12,541698.77
968968920,2014,11,252730.81
616985029,2014,39,339726.2
78809757,2014,8,4220878.53
603625190,2014,3,92400
606535177,2014,8,1633000
838199099,2014,7,1891148
78752449,2014,5,371602.15
22321132,2014,4,109063.79
962597832,2014,1,26008.76
184235435,2014,1,124983.03
64680213,2014,55,27230145.84
197206329,2014,2,23140.8
98252609,2014,1,6500
34096466,2014,4,5556968.58
969055321,2014,49,2305432.68
171569630,2014,1,25600
240000500,2014,1,5403.06
828311048,2014,3,8100
5580506,2014,2,3708
816364797,2014,5,53951.62
831306076,2014,15,877019.71
18222449,2014,1,7900
78533300,2014,20,270320.7
133835798,2014,1,24181
61759270,2014,10,158991.17
606223431,2014,4,1712487.08
791036994,2014,1,19260
827900809,2014,4,23766.82
802666149,2014,2,15621.93
969807580,2014,1,3404242.4
111615287,2014,19,136572.68
797847258,2014,7,677667.16
39015342,2014,4,9542105.92
966938722,2014,5,90410.76
111495446,2014,2,62575.5
48870724,2014,48,20500202.01
623692063,2014,1,410603
124072281,2014,1,4642
962556770,2014,4,406527.1
91340943,2014,18,37487189.35
55187660,2014,38,422438.9
122505126,2014,11,717648.31
601275282,2014,19,16670500.99
830565003,2014,6,45476.48
47684501,2014,12,609502.4
44403566,2014,2,13508.24
877899323,2014,2,9867.5
830712857,2014,11,33770
869159897,2014,30,4092135.36
78854102,2014,22,186263.45
780863114,2014,1,315903.76
932400948,2014,1,4600
1176882,2014,5,2043
838143212,2014,2,48216
199633178,2014,2,39203
189221526,2014,12,99364.08
197398597,2014,41,1190722.33
612218628,2014,2,900
659698868,2014,1,18500
610347841,2014,6,79706.76
827461042,2014,23,397786.78
805297983,2014,7,91444.53
180605107,2014,1,5680
127505969,2014,13,115677.6
623892309,2014,26,95981.11
36001154,2014,1,5153.32
245518121,2014,3,48691.11
183171685,2014,2,8272.1
802339234,2014,13,1335417.52
968258140,2014,13,7455
35686823,2014,7,131068
799459081,2014,9,112360.74
145968207,2014,18,424371.3
118882203,2014,6,7174390.94
829210710,2014,12,632662.36
831819375,2014,15,241770
249934357,2014,1,33012.2
57832602,2014,24,508699.35
196748305,2014,16,171223.95
26141155,2014,2,0
94078958,2014,14,9686157.36
70419146,2014,19,47500
847128725,2014,8,3325
176152528,2014,3,235831
621660059,2014,7,142158.27
78205184,2014,18,14558274.36
78842071,2014,2,33000
78470558,2014,10,61725.09
831627380,2014,3,187988
84764836,2014,7,5857564
41373887,2014,9,72478.26
825251932,2014,5,18833
48459247,2014,2,20011881.48
75723601,2014,9,157014.6
962439027,2014,3,1935
1225114,2014,8,102025.11
44332844,2014,9,40941.4
74871211,2014,1,8662.5
194672085,2014,37,451186
78361747,2014,15,708268.53
50946540,2014,8,110611.5
958992265,2014,10,188005.7
807265467,2014,1,59984.82
65299042,2014,1,1774.6
131364820,2014,15,2811265.43
195714068,2014,11,2279387.48
782185912,2014,1,3969.95
122012529,2014,1,111028.92
829940944,2014,15,170230.83
63216354,2014,1,10202
966648503,2014,35,342690.98
121815307,2014,4,204232
19222397,2014,2,43486.95
67470443,2014,2,30530.97
156943987,2014,13,144012.34
1805832,2014,15,141600
556061331,2014,2,15550.17
962779265,2014,7,237964.72
31827710,2014,1,9576
611089041,2014,1,3769.8
7481500,2014,4,22762.02
135020316,2014,40,4496197.33
124224218,2014,23,2794840.01
142792378,2014,7,4250
964405448,2014,1,2795216.68
10655160,2014,1,3300
77508810,2014,33,30459577.39
808981187,2014,2,8222.4
940061927,2014,5,4683695.09
125734405,2014,3,77471.79
126119007,2014,4,80368
22458448,2014,12,73404
101088300,2014,3,138015
140703823,2014,1,997183
79342964,2014,2,37500
1023261,2014,7,1553240.54
79253727,2014,12,109457.7
21647995,2014,28,352138.77
38878984,2014,17,101933.96
30461409,2014,11,9783778.27
704981406,2014,4,312392.3
959335803,2014,17,3135238.09
828990593,2014,3,116569
832663038,2014,17,366521.62
82847653,2014,12,2164092.87
948162763,2014,5,79120.62
11364531,2014,35,5762394
37324969,2014,1,25000
19642102,2014,5,53171.45
801973611,2014,8,8400
833087385,2014,3,676655.37
147539279,2014,1,9998.94
780656492,2014,3,105201.18
79474551,2014,2,25479
137554379,2014,15,148393.9
46867672,2014,27,818623.15
174413042,2014,3,83405
790471622,2014,4,194715.75
176158434,2014,6,3057333.24
808172428,2014,3,63512.6
197352313,2014,7,71520.78
220842616,2014,1,15000
130194947,2014,29,248531
829613582,2014,7,51949.01
13564385,2014,6,122395.26
135769078,2014,18,10638913.79
89789908,2014,9,280551.85
968974766,2014,11,1426034.27
87434528,2014,2,1195808.16
362474533,2014,20,1047961.31
801138140,2014,9,11025
966608283,2014,22,3199420.88
6874585,2014,1,11940
150373442,2014,1,10000
787242338,2014,4,31650.5
1338912,2014,6,42015.87
843053851,2014,2,900
1815869,2014,6,32223.56
36553550,2014,1,150369.64
956093199,2014,8,137079.35
8955221,2014,8,183466.74
82281184,2014,1,118554.26
78664986,2014,22,395429
801999892,2014,2,23718
783057698,2014,3,22533.24
831783860,2014,7,8516116.97
797281912,2014,14,7629333.19
561575221,2014,9,530881.97
967379496,2014,4,193623721.3
791456762,2014,3,568703
604075262,2014,19,167676.85
6983548,2014,35,151421714.4
168968998,2014,7,23401
12989414,2014,11,52471.99
36716421,2014,4,30629
424305790,2014,2,10891.5
693054439,2014,6,67076.33
51937548,2014,4,12036
121381826,2014,12,162270.16
81625998,2014,2,146000
64757235,2014,2,64828.62
22928522,2014,6,21884580.14
57450322,2014,1,14172
2336204,2014,5,21809.74
611367145,2014,5,1392124.08
54537840,2014,28,299393.83
8455552,2014,2,1486.5
61442773,2014,8,134984.79
623471690,2014,9,724724.75
879017382,2014,1,11700
60280559,2014,7,571584.56
150202596,2014,6,4784451
177088460,2014,11,960644.99
4917209,2014,10,366613.12
785168027,2014,2,15161.87
143846637,2014,4,34951.75
149156945,2014,1,27270
118236921,2014,5,1366859.1
832265057,2014,2,29634.62
6995419,2014,14,132131.14
827923850,2014,3,4168955
150719099,2014,16,62200
19385819,2014,13,148049.8
33307401,2014,8,85915.91
125351929,2014,9,509356
62437058,2014,11,987675.33
601220895,2014,1,52075
41014242,2014,38,75102764.84
942917014,2014,2,10056
25043162,2014,1,2850
804403231,2014,2,19078.72
31045821,2014,11,173497.79
145237512,2014,8,344348.32
8387409,2014,55,651879.02
196716591,2014,2,15675.95
830722984,2014,7,82865.07
24957409,2014,1,40500
82109802,2014,9,45660.88
726928653,2014,3,13420
158160312,2014,2,8556.23
3041340,2014,7,2758283.68
79199343,2014,2,1141500.09
829073779,2014,8,136298.25
44668093,2014,2,10888
126698161,2014,1,2995
129321282,2014,4,359060
341921662,2014,51,4986785.37
112040766,2014,8,179519.55
79357417,2014,1,11311.8
78680219,2014,3,9636
55693493,2014,2,297170
179299649,2014,3,40551
610867301,2014,2,215358
133338256,2014,3,29106.01
808179477,2014,3,80073.02
44406080,2014,23,196622.7
105746655,2014,1,38702.25
173606047,2014,1,3452
930520507,2014,15,1347867.66
949182182,2014,7,1213613.2
153874862,2014,1,13200
624419172,2014,1,1872994
53097981,2014,1,5115.7
132394334,2014,2,21922.41
193973948,2014,6,1899635.16
3409989,2014,11,12472429.38
74800954,2014,5,98885.4
364094821,2014,2,24490.6
198531162,2014,33,420575.98
858831803,2014,17,233263.21
608307096,2014,4,39411
37103249,2014,1,99996.75
967712493,2014,5,57192
61411401,2014,13,127840
28661171,2014,29,823597.62
5042346,2014,7,2435557.9
157099636,2014,2,22777.3
44407526,2014,1,15697.2
610216269,2014,12,126156
23548335,2014,4,323480
364103796,2014,1,5691.56
831443085,2014,2,59609
67466839,2014,3,49231
156893695,2014,21,229961.8
827831764,2014,11,7077590.72
143413370,2014,2,44100
602630431,2014,5,261584.12
27413293,2014,3,31200.52
809321164,2014,1,52211.18
50302207,2014,3,10895
122106453,2014,3,21783.91
101474898,2014,14,195490.06
695257006,2014,5,7762.37
3324498,2014,18,116097.06
32372757,2014,3,47845.09
90161188,2014,7,888037.51
616502050,2014,40,6417493.38
808138965,2014,1,3500
780400771,2014,9,535493.4
78664784,2014,8,40188.06
107986650,2014,5,760036.5
79377288,2014,1,18118.5
167080394,2014,1,15305.71
619354017,2014,7,232000.5
2503238,2014,2,17380.22
9282336,2014,1,250
78376748,2014,11,240155.64
801113812,2014,20,11100
16028602,2014,7,2468870.69
52780918,2014,7,2454283.98
21195540,2014,9,137671.48
135949753,2014,10,1427753.48
963611954,2014,8,205323
152028317,2014,6,5830260.91
934854985,2014,6,467499.02
118506976,2014,2,23961.99
731553454,2014,7,3260021.43
7090228,2014,5,336071
603659202,2014,4,96800
809746261,2014,6,456768
880423686,2014,2,246014.66
155505485,2014,48,884932266.7
10208312,2014,22,1996358.97
961962847,2014,3,27792
831078253,2014,1,10000
78889841,2014,17,218212.99
967697611,2014,11,7795518.06
70362058,2014,1,6414
111089470,2014,16,4499876.68
57913287,2014,40,8656407.77
831934414,2014,1,99545
797521275,2014,8,86834.08
147568054,2014,1,87040
60186331,2014,1,889312
1763531,2014,3,19120.39
131949695,2014,12,7671.55
627978513,2014,2,3060
137944286,2014,6,486150
827395901,2014,5,2125093.24
53451998,2014,3,147052.82
833227254,2014,7,4933361.91
114603207,2014,6,36100
962152794,2014,17,350746
155294440,2014,13,338652.13
968664529,2014,1,41358.12
621643746,2014,4,6933
55892582,2014,3,4346182.3
13230294,2014,1,10685.36
154499099,2014,14,14965600.08
37869583,2014,3,14500
22892594,2014,4,66062
99403511,2014,11,2019721.4
602467458,2014,23,1241457.85
929280753,2014,5,62220
196894869,2014,13,7594519.84
828997663,2014,4,45250
88344106,2014,2,99019.04
9239161,2014,4,117263.25
833087369,2014,3,1364328.72
97704035,2014,2,115267.04
2824969,2014,1,3000
88577903,2014,10,9382048.32
927133546,2014,11,123372.15
787489561,2014,3,18561
58625146,2014,18,2696887.81
242460616,2014,7,179495.85
7269616,2014,2,7166.16
364211847,2014,8,624555.37
796084986,2014,12,42407.37
608099094,2014,1,30000
715445292,2014,2,88769.04
58024456,2014,40,89037908.31
868869798,2014,1,3793.49
2170876,2014,27,375721.63
804663342,2014,1,20250
155575095,2014,10,354189.68
113348333,2014,2,126395.73
152959271,2014,12,229352.26
840622534,2014,1,5550
621080712,2014,1,390
969784078,2014,7,286938.05
619219579,2014,3,63909.48
798192803,2014,20,880190.18
61707899,2014,12,3234415.06
88033084,2014,1,6800
78707609,2014,2,528474
166056119,2014,1,12820
969988182,2014,1,31030
6948210,2014,5,1198000.2
97780761,2014,3,113067.52
164937604,2014,1,78981.5
806952003,2014,2,5958.4
13171808,2014,1,9820
130342392,2014,24,160069
696177265,2014,2,19241.16
8212433,2014,2,6954.22
130991495,2014,18,677118.59
10708329,2014,1,78162.8
37832839,2014,1,2418
167658512,2014,9,8612658.35
832555580,2014,3,93421.27
3432705,2014,1,7133.61
63843585,2014,6,458204.23
65994345,2014,5,1978783.49
109173398,2014,12,2411074.74
56434269,2014,7,104547.6
82211244,2014,18,269707.07
20303475,2014,11,100430.28
799608448,2014,3,433501.52
782992668,2014,3,41931.48
124116463,2014,21,277763.6
3411824,2014,4,87452
128982860,2014,1,3357134.6
145051749,2014,4,10200
125136171,2014,2,17133.95
179448105,2014,18,1525798.64
968639455,2014,5,33188.49
78893043,2014,5,82494.21
15712438,2014,8,180215
943574744,2014,4,83232.65
618329536,2014,9,312091.09
76281856,2014,4,387210.48
691364802,2014,6,933830.65
137013491,2014,2,17165
537214871,2014,8,2140169.71
27197458,2014,8,31080.35
826161523,2014,5,22340
114740363,2014,1,18961.47
78636989,2014,1,101000
41751686,2014,14,12348508.5
967973769,2014,3,17715
781581967,2014,2,1749615.36
4961462,2014,15,2469695
601707750,2014,1,7228
37054632,2014,5,107500
36471928,2014,13,527881.69
78379452,2014,3,50373
617441894,2014,17,1183834.3
788778913,2014,13,25884353.24
31085850,2014,1,4937.5
54037192,2014,1,254852.8
606527729,2014,5,33677.84
834654790,2014,6,219588.7
625187505,2014,1,90150
107741878,2014,7,52045.18
23927619,2014,1,3804
63027986,2014,9,5544716.14
78375499,2014,7,24384137.62
79836763,2014,8,38295.25
78306171,2014,2,26737.6
829652796,2014,6,47356.74
940299097,2014,1,45972
79514992,2014,1,6720
137203845,2014,6,688706.01
688290464,2014,7,141296.61
789543324,2014,7,192510.81
66147885,2014,1,686675.57
79244672,2014,1,25468
1902592,2014,3,21644.66
140724332,2014,2,20800
801728911,2014,11,872404.92
688732694,2014,10,362802.26
829459846,2014,3,8702.5
557103934,2014,2,12620.4
826755282,2014,6,354486.83
98174287,2014,6,8517.68
83270538,2014,2,258983.73
687764196,2014,12,386070.28
41929402,2014,6,2004994
787320691,2014,17,104161
37225935,2014,1,215166.82
806256595,2014,3,131932.4
69512291,2014,33,79957008.59
140315123,2014,7,33138.64
783777324,2014,6,17790
176969181,2014,4,70585.31
78527308,2014,1,67076.37
154759518,2014,3,112971.26
7853083,2014,10,3476062.7
196689769,2014,2,0
927450510,2014,12,8630830.37
112019984,2014,4,54982.97
796185445,2014,1,119962446.3
785070983,2014,7,145386.55
786740720,2014,1,3795.44
146929562,2014,3,171707.86
185933970,2014,2,74134.2
66837159,2014,3,127232.4
784737723,2014,28,59051577.53
804357176,2014,8,134853.44
119618007,2014,1,3973.74
853726206,2014,5,48901.02
40843772,2014,3,24742
964106111,2014,1,49902
94738051,2014,2,63100
942726449,2014,7,66370.14
61330072,2014,12,199671.9
193843476,2014,8,571886.9
10660211,2014,5,48388.07
967656724,2014,12,163823.25
14194497,2014,2,99750
62678206,2014,2,18431.12
683534497,2014,1,41200
11541104,2014,1,5993
808359058,2014,1,5210
44170611,2014,6,21600
964237403,2014,2,624362.3
941423642,2014,4,7999.55
607530011,2014,4,93670
825229318,2014,20,50485431.24
77243988,2014,2,2180
156894763,2014,4,69933.74
612074435,2014,6,3076876.17
48142199,2014,2,81000
112136572,2014,4,1838003
839718124,2014,1,46071.98
72234904,2014,11,111700.98
42255869,2014,2,38472.55
27575901,2014,13,18077.5
70274097,2014,6,51126.37
883504854,2014,19,15492578.47
624212770,2014,3,183822.53
691404115,2014,1,28601.23
78542173,2014,1,15614.78
830666884,2014,1,6500
76534325,2014,20,3127117.92
956637615,2014,1,6840
791416980,2014,1,10032
103314592,2014,32,526083.31
44438760,2014,1,19322
94426400,2014,7,33000
25925889,2014,1,9165.82
842682999,2014,2,86640
711777727,2014,1,12850
830309964,2014,4,184740
10876626,2014,4,301946
966213097,2014,1,3897.86
40177123,2014,12,684542.83
854814170,2014,1,6258
5081237,2014,1,0
105740849,2014,11,13215.22
87311283,2014,2,7235.36
28916281,2014,1,3540.27
794123252,2014,2,8418058.36
787390371,2014,1,12228
828405998,2014,1,771
831590125,2014,7,50147.39
2115343,2014,5,182159.23
1315324,2014,4,162209
38995569,2014,7,110016.5
7032076,2014,11,255397.48
67168633,2014,32,2478601
361420953,2014,2,633841
33333998,2014,7,107459.41
21245543,2014,12,3160827
71693378,2014,5,37291.14
69816291,2014,2,29709.6
618397269,2014,5,265674
153870985,2014,1,33230
13014167,2014,4,66655
80357544,2014,1,34263
148094894,2014,12,131289
316762004,2014,4,193969.05
967963120,2014,1,3049.8
807167866,2014,5,15742.5
791152460,2014,15,6861473.84
966345485,2014,3,11455.86
827104621,2014,1,102500
